allocationYear,fundId,clusterId,ClusterCBPFCERFId,partnerTypeId,partnerCode,projectList,budget
2021,102,10,10,1,25026676.3264,18074##20262,404409.3358
2021,102,10,10,1,25069446.5252,20263,149983.719
2021,102,10,10,1,25704889.4788,20264,115000.0483
2021,102,10,10,1,25784319.848,20328,69999.986
2021,102,10,10,1,25839310.1036,20275,18823.22082
2021,102,10,10,2,24953355.9856,20274,50000.0
2021,102,10,10,2,24959466.014,18087,119996.541
2021,102,10,10,2,24971686.0708,18080,187185.856
2021,102,10,10,2,25063336.4968,18089,331552.23
2021,102,10,10,2,25093886.6388,18088,94344.468
2021,102,10,10,2,25154986.9228,18093,58888.44
2021,102,10,10,2,25717109.5356,20277,99886.052
2021,102,10,10,2,25753769.706,20294,60000.0
2021,102,10,10,2,25759879.7344,20281##20323,209988.822
2021,102,10,10,2,25808759.9616,20316,30002.7315
2021,102,10,10,2,25845420.132,20317,33270.82091
2021,102,11,11,1,25014456.2696,18081##20260,203295.3155
2021,102,11,11,1,25026676.3264,18074##20262,131989.2943
2021,102,11,11,1,25069446.5252,20263,74991.8595
2021,102,11,11,1,25729329.5924,20279,126392.156
2021,102,11,11,1,25784319.848,20328,189999.962
2021,102,11,11,1,25875970.274,20273,208128.4538
2021,102,11,11,2,24953355.9856,20274,75000.0
2021,102,11,11,2,24959466.014,20295,56000.9324
2021,102,11,11,2,24971686.0708,18080,70194.696
2021,102,11,11,2,25032786.3548,18082,92971.241
2021,102,11,11,2,25717109.5356,20277,199772.104
2021,102,11,11,2,25753769.706,20294,225000.0
2021,102,11,11,2,25759879.7344,20281##20323,259988.769
2021,102,11,11,2,25765989.7628,20271,75175.204
2021,102,11,11,2,25808759.9616,20316,30002.7315
2021,102,11,11,2,25845420.132,20317,273458.802
2021,105,1,1,1,10793181.9008,20539,302230.164
2021,105,1,1,1,8896836.9152,19696,444000.0
2021,105,1,1,1,9238324.3264,19350##19351,1197632.9378
2021,105,1,1,1,9757821.1328,20530##19160,2435877.84412
2021,105,1,1,2,2728266.4448,19354,219719.07189
2021,105,1,1,2,2906275.84,20657,66338.2251
2021,105,1,1,2,5972396.8512,20571##19406,520233.489
2021,105,1,1,2,6001459.6096,20717,242531.55
2021,105,1,1,3,9085744.8448,20527##19251,2002719.7996
2021,105,3,3,1,10462593.024,19553,298443.769
2021,105,3,3,1,10560679.8336,19439,432489.52
2021,105,3,3,1,9238324.3264,20585##19351##19174,1924521.5144000002
2021,105,3,3,1,9757821.1328,20530,771816.45062
2021,105,3,3,1,9939463.3728,19531,486633.852
2021,105,3,3,2,1860016.5376,19612,485917.82
2021,105,3,3,2,1878180.7616,20594##20665,218766.636
2021,105,3,3,2,1889079.296,20643##20644##19496,1150416.3
2021,105,3,3,2,2216035.328,20637##19269,723935.42368
2021,105,3,3,2,2219668.1728,19662,298575.88
2021,105,3,3,2,2728266.4448,19423,239621.15
2021,105,3,3,2,2902642.9952,20662,156059.387
2021,105,3,3,2,4929770.3936,19417,249144.15
2021,105,3,3,2,5024224.3584,20529##19540,428423.30000000005
2021,105,3,3,2,6026889.5232,20666,199579.5
2021,105,3,3,2,6085015.04,20682,275220.348
2021,105,4,4,1,10793181.9008,20539,402973.552
2021,105,4,4,1,9238324.3264,20585##19350##19351##19174,4256913.5718
2021,105,4,4,1,9757821.1328,20530##19160,3637290.2436699998
2021,105,4,4,2,1878180.7616,20665##19539,822192.108
2021,105,4,4,2,1889079.296,20643##20644##19514,886364.4461
2021,105,4,4,2,2728266.4448,20642##19354,469717.82661
2021,105,4,4,2,2902642.9952,19546,298194.02
2021,105,4,4,2,2906275.84,20657##19421,669561.3349
2021,105,4,4,2,2913541.5296,20692##19533,800091.32
2021,105,4,4,2,5972396.8512,20571##19505,555185.6795
2021,105,4,4,2,6001459.6096,19552,300000.0
2021,105,4,4,2,6520956.416,19549,250208.8
2021,105,4,4,3,10963925.6064,20725,149940.513
2021,105,4,4,4,9943096.2176,20542##19234,2219327.9556
2021,105,6,6,1,10462593.024,19574,1001539.506
2021,105,6,6,1,9238324.3264,19350##19174,1536642.8958
2021,105,6,6,1,9325512.6016,20677##19520,1759781.264
2021,105,6,6,1,9398169.4976,20533,556599.9908
2021,105,6,6,1,9939463.3728,20713##19411,2639684.694
2021,105,6,6,2,1860016.5376,19189,698662.92
2021,105,6,6,2,1878180.7616,19412,599999.0
2021,105,6,6,2,3091550.9248,20668,295432.092
2021,105,6,6,2,5024224.3584,19548,396231.33
2021,105,6,6,2,6085015.04,20682,412830.522
2021,105,6,6,2,6513690.7264,19300,399995.85
2021,105,7,7,1,10124738.4576,19164,201851.639
2021,105,7,7,1,10462593.024,19553,344358.195
2021,105,7,7,1,10793181.9008,20539,340008.9345
2021,105,7,7,1,14756615.5776,19292,209331.78
2021,105,7,7,1,21797.0688,20680##19181,1271580.22
2021,105,7,7,1,2673773.7728,19186,750174.2
2021,105,7,7,1,406878.6176,19428,464002.14
2021,105,7,7,1,9063947.776,19664,140102.38
2021,105,7,7,1,9165667.4304,19604,248716.0
2021,105,7,7,1,9830478.0288,20534,1082083.219
2021,105,7,7,1,9939463.3728,19531,389307.0816
2021,105,7,7,2,10854940.2624,20617,124950.525
2021,105,7,7,2,1870915.072,20620##19453,574999.703
2021,105,7,7,2,1878180.7616,20594##20665,875066.544
2021,105,7,7,2,1889079.296,20643##19514,1218501.133
2021,105,7,7,2,2902642.9952,20662##19503,443734.7169
2021,105,7,7,2,5409305.9072,20580##19679,412120.66115
2021,105,7,7,2,6513690.7264,20664,416984.491
2021,105,7,7,3,9085744.8448,20527,864540.0072
2021,105,7,7,3,9699695.616,20667,1504693.074
2021,105,7,7,4,9943096.2176,20542##19345,1350662.7574
2021,105,9,9,1,10124738.4576,19164,1119359.089
2021,105,9,9,1,10462593.024,19574##19553,1021003.28
2021,105,9,9,1,14756615.5776,19292,348886.3
2021,105,9,9,1,21797.0688,19181,121500.0
2021,105,9,9,1,406878.6176,19168,445427.36
2021,105,9,9,1,9830478.0288,20534,463749.951
2021,105,9,9,2,1889079.296,20643##19514,362327.5683
2021,105,9,9,2,2902642.9952,19503,238423.5061
2021,105,9,9,2,5409305.9072,20580##19679,272944.05285
2021,105,9,9,2,6513690.7264,20664,178707.639
2021,105,9,9,3,9579811.7376,19187,597327.5
2021,105,9,9,3,9699695.616,20667,1003128.716
2021,105,9,9,4,9943096.2176,20542##19345,558435.085
2021,105,10,10,1,10400834.6624,20740,1540000.0
2021,105,10,10,1,10560679.8336,19441,414807.53
2021,105,10,10,1,14760248.4224,20570##19524,1590000.0
2021,105,10,10,1,9063947.776,20710,1147134.18
2021,105,10,10,1,9238324.3264,20585##19350##19351,1207025.3966
2021,105,10,10,1,9325512.6016,20677,199945.43
2021,105,10,10,1,9757821.1328,20530##20551##19159,2256751.2960200002
2021,105,10,10,2,10854940.2624,20617,124950.525
2021,105,10,10,2,1870915.072,20620,187499.7525
2021,105,10,10,2,2216035.328,20637,3915.70632
2021,105,10,10,2,2728266.4448,20642,30001.1415
2021,105,10,10,2,2906275.84,19324,749999.92
2021,105,10,10,2,5409305.9072,20580,96984.766
2021,105,10,10,2,5972396.8512,20571,46506.309
2021,105,10,10,3,9085744.8448,20527,816510.0068
2021,105,10,10,3,9507154.8416,19486,1277936.96
2021,105,11,11,1,10124738.4576,19164,513804.172
2021,105,11,11,1,10793181.9008,20539,214079.6995
2021,105,11,11,1,14756615.5776,19292,438599.92
2021,105,11,11,1,2295957.9136,19218,596379.27
2021,105,11,11,1,8896836.9152,19696,756000.0
2021,105,11,11,1,9238324.3264,20585##19174,1588157.0936
2021,105,11,11,1,9325512.6016,20677##19520##19519,2189726.846
2021,105,11,11,1,9398169.4976,20533,653399.9892
2021,105,11,11,1,9757821.1328,20530,2118854.59557
2021,105,11,11,1,9830478.0288,19214,600000.0
2021,105,11,11,1,9939463.3728,20713##19531##19411,1435433.4923999999
2021,105,11,11,2,1870915.072,20620,337499.5545
2021,105,11,11,2,1878180.7616,20594##20665##19536,1571281.5219999999
2021,105,11,11,2,1889079.296,20643##20644##19514,1981194.3426
2021,105,11,11,2,2728266.4448,19232,536069.64
2021,105,11,11,2,2949869.9776,19277,283761.06
2021,105,11,11,2,3091550.9248,20668,196954.728
2021,105,11,11,2,4929770.3936,19419,222340.65
2021,105,11,11,2,5972396.8512,20571,116265.7725
2021,105,11,11,3,10963925.6064,20725,349861.197
2021,105,11,11,3,9085744.8448,20527,1969230.0164
2021,105,11,11,4,9943096.2176,20542,399725.892
2021,105,13,13,1,9757821.1328,19534,1600000.28
2021,105,13,13,3,9085744.8448,19249,1505000.0
2021,105,13,13,3,9507154.8416,20690,499904.0
2021,105,13,13,3,9579811.7376,20793,535018.19
2021,105,13,13,3,9667000.0128,20789,500083.23
2021,108,1,1,2,1547153.216,18389,509623.44
2021,108,1,1,2,1603650.384,18341,143946.988
2021,108,1,1,2,17309863.088,18408,193770.8773
2021,108,1,1,2,2272924.528,18344,392702.12
2021,108,1,1,2,7913949.456,18436,28665.835
2021,108,1,1,3,286831.776,18324,1363577.1842
2021,108,2,2,1,11090828.672,18373,500000.0
2021,108,2,2,1,12590176.592,20691,401424.687
2021,108,2,2,1,165145.568,18447##20716,366297.336
2021,108,2,2,1,21729.68,18446,1487000.0
2021,108,2,2,1,217296.8,20663,144150.3936
2021,108,2,2,2,1547153.216,18347,139823.938
2021,108,2,2,2,1560191.024,20581,136674.411216
2021,108,2,2,2,1603650.384,20574,250115.5512
2021,108,2,2,2,17983483.168,20846,498384.47
2021,108,2,2,2,2585831.92,20659,65399.164432
2021,108,2,2,2,2590177.856,18329,197391.634
2021,108,2,2,2,2803128.72,18355,443080.8582
2021,108,2,2,2,2890047.44,20730##20842,401094.38300000003
2021,108,2,2,2,3720121.216,20555,138771.772
2021,108,2,2,2,4411125.04,18432,1136895.82
2021,108,2,2,2,5323771.6,20718,491702.45
2021,108,2,2,2,6101694.144,20800,150906.384
2021,108,2,2,2,7913949.456,20611,438458.685
2021,108,2,2,3,11329855.152,18368##18369##20640##20751,6662892.0615
2021,108,2,2,3,286831.776,18324##20630##20631,3891474.131
2021,108,3,3,1,986527.472,18337,729558.16
2021,108,3,3,2,1508039.792,18350,1015701.03
2021,108,3,3,2,1551499.152,18362,637827.5
2021,108,3,3,2,2585831.92,18334,1401532.82
2021,108,3,3,2,2881355.568,18352,1067335.807
2021,108,3,3,2,4411125.04,18325,835296.872
2021,108,3,3,2,6101694.144,20800,855136.176
2021,108,3,3,3,11329855.152,20640,330866.301
2021,108,4,4,1,165145.568,20716,267393.42
2021,108,4,4,1,217296.8,18448##20663,544637.2744
2021,108,4,4,1,4398087.232,20729,1499042.18
2021,108,4,4,1,521512.32,20861,521160.15
2021,108,4,4,2,1503693.856,20765,622811.79
2021,108,4,4,2,1508039.792,20752,692346.38
2021,108,4,4,2,1538461.344,18383,66416.115
2021,108,4,4,2,1551499.152,18417##20832,1127676.75
2021,108,4,4,2,1603650.384,18341##20574,1878538.8316
2021,108,4,4,2,17309863.088,18408,1296774.3327
2021,108,4,4,2,2272924.528,18344,392702.12
2021,108,4,4,2,2585831.92,20564,428210.381454
2021,108,4,4,3,11329855.152,20751,1301578.6905
2021,108,4,4,3,286831.776,18332##20631,6903454.8804
2021,108,4,4,4,2811820.592,20875##20714,2092466.312
2021,108,6,6,1,12590176.592,18359##20691,1896665.3730000001
2021,108,6,6,1,165145.568,18447,842307.328
2021,108,6,6,1,4398087.232,18433,899997.52
2021,108,6,6,2,1503693.856,18385,599999.76
2021,108,6,6,2,1512385.728,20566,511071.48
2021,108,6,6,2,1542807.28,18346##20698,1927144.55
2021,108,6,6,2,1560191.024,18338##20581,760895.098784
2021,108,6,6,2,1586266.64,18409##20816,965086.0049999999
2021,108,6,6,2,1603650.384,18342,586636.5836
2021,108,6,6,2,2281616.4,18422,700143.8
2021,108,6,6,2,2585831.92,18348##20659,1088451.227568
2021,108,6,6,2,2590177.856,18329,699843.066
2021,108,6,6,2,2881355.568,18351##20634,1393351.71
2021,108,6,6,2,2890047.44,20842,453490.947
2021,108,6,6,2,3720121.216,20555,485701.202
2021,108,6,6,2,3937418.016,18445,697831.0
2021,108,6,6,2,4489351.888,20809,497216.37
2021,108,6,6,2,6101694.144,18405,499959.6
2021,108,6,6,2,6814427.648,18434,300853.61
2021,108,6,6,2,7909603.52,20863,491584.22
2021,108,6,6,3,11329855.152,20640,772021.369
2021,108,6,6,3,182529.312,18323,674551.54
2021,108,6,6,3,286831.776,18332,3186177.5106
2021,108,6,6,4,1642763.808,18431,493735.71
2021,108,6,6,4,2811820.592,18444,305420.8
2021,108,7,7,1,1521077.6,18407##20744##20745,3639975.51
2021,108,7,7,1,1651455.68,18386,621469.91
2021,108,7,7,1,6106040.08,18365,370251.03
2021,108,7,7,2,13089959.232,18370,951000.0
2021,108,7,7,2,1525423.536,18364,502469.13
2021,108,7,7,2,1538461.344,18353,725506.26
2021,108,7,7,2,1542807.28,18360,553792.23
2021,108,7,7,2,1551499.152,18362##20650,1083427.04
2021,108,7,7,2,1590612.576,18374##20699##20829,2879123.7800000003
2021,108,7,7,2,1612342.256,20820,1150256.96
2021,108,7,7,2,17309863.088,18358,957063.64
2021,108,7,7,2,18000866.912,20602,311995.12
2021,108,7,7,2,2585831.92,20564,324488.478546
2021,108,7,7,2,2803128.72,18328,657509.65
2021,108,7,7,2,3720121.216,20556,471066.43
2021,108,7,7,2,4415470.976,20847,772725.52
2021,108,7,7,3,656236.336,18421##20632,4554933.32
2021,108,8,8,2,1547153.216,18415,299804.37
2021,108,8,8,3,11329855.152,18369,698684.261
2021,108,8,8,4,2811820.592,20714,889532.718
2021,108,9,9,1,1651455.68,18449,520678.05
2021,108,9,9,1,4398087.232,18438,624652.36
2021,108,9,9,2,1525423.536,18441,379605.29
2021,108,9,9,2,1586266.64,18409,423160.305
2021,108,9,9,2,1603650.384,18342,206115.5564
2021,108,9,9,4,1642763.808,18402,334639.62
2021,108,10,10,1,11647108.48,18366,296210.7
2021,108,10,10,1,12351150.112,18327,611401.45
2021,108,10,10,2,12950889.28,18395,261262.49
2021,108,10,10,2,1508039.792,18349,918948.1
2021,108,10,10,2,1542807.28,18360,369194.82
2021,108,10,10,2,1547153.216,18347,559295.752
2021,108,10,10,2,1560191.024,18339,240527.33
2021,108,10,10,2,1590612.576,18416,663005.19
2021,108,10,10,2,2881355.568,18352,276771.21616
2021,108,10,10,2,2890047.44,18372##20730,466948.0
2021,108,10,10,2,3720121.216,20555,69385.886
2021,108,10,10,2,4411125.04,18325,208824.218
2021,108,10,10,2,4415470.976,18390,295339.78
2021,108,10,10,3,11329855.152,20640,110288.767
2021,108,10,10,3,286831.776,18324,1042735.4938
2021,108,11,11,1,11647108.48,18366,691158.3
2021,108,11,11,1,165145.568,18447,434314.716
2021,108,11,11,1,217296.8,18443##20663##20769,2232354.4020000002
2021,108,11,11,1,521512.32,18429##20861,1945585.85
2021,108,11,11,1,6106040.08,18411,1077131.55
2021,108,11,11,1,986527.472,18393##20576,1434328.5
2021,108,11,11,2,1503693.856,20838,833868.73
2021,108,11,11,2,1508039.792,20633,1015122.35
2021,108,11,11,2,1538461.344,18383,1261906.185
2021,108,11,11,2,1542807.28,20743,708747.67
2021,108,11,11,2,1547153.216,18389##20706,1467650.09
2021,108,11,11,2,1551499.152,18417##20832,851080.2000000001
2021,108,11,11,2,1586266.64,18412,1365468.69
2021,108,11,11,2,1603650.384,18341##20574,556399.3492
2021,108,11,11,2,2272924.528,18343##20544,1105467.08
2021,108,11,11,2,2585831.92,18348,743866.668
2021,108,11,11,2,2803128.72,18355,97261.6518
2021,108,11,11,2,2881355.568,18352,128080.29684
2021,108,11,11,2,4415470.976,20848,770866.97
2021,108,11,11,2,5306387.856,18387,796126.97
2021,108,11,11,2,6801389.84,20569,345480.53
2021,108,11,11,2,7913949.456,18436##20611,732561.73
2021,109,4,19,3,11,4005,3727499.0
2021,109,4,19,3,7,3988,3500000.0
2021,109,6,17,3,5,3827##3987,12798461.0
2021,109,7,7,3,3,3829##3998,26076000.0
2021,109,7,7,3,4,3997,21924000.0
2021,109,9,9,3,2,3828,1100000.0
2021,109,9,9,3,4,3826,1891000.0
2021,109,11,11,3,4,3826,4209000.0
2021,109,12,20,3,2,4006,5000000.0
2021,109,6,17,3,5,3929,425000.0
2021,109,7,7,3,3,3932,345000.0
2021,109,7,7,3,6,3933,532001.0
2021,109,9,9,3,2,3931,830000.0
2021,109,9,9,3,4,3930,1187806.0
2021,109,10,10,3,6,3933,168000.0
2021,109,11,11,3,4,3930,1511754.0
2021,109,3,3,3,4,3785,147728.0
2021,109,4,19,3,11,3784,939749.0
2021,109,7,7,3,7,3783,219999.0
2021,109,10,10,3,11,3784,313250.0
2021,109,10,10,3,4,3785,379872.0
2021,109,1,1,3,7,3813,3528001.0
2021,109,4,19,3,11,3812,1598000.0
2021,109,4,19,3,7,3813,3136000.0
2021,109,6,18,3,2,3814,999548.0
2021,109,7,7,3,7,3813,784000.0
2021,109,10,10,3,11,3812,102000.0
2021,109,10,10,3,7,3813,490000.0
2021,109,11,11,3,4,3811,1474920.0
2021,109,11,11,3,7,3813,1862000.0
2021,109,4,19,3,11,3884##4060,2500000.0
2021,109,4,19,3,7,4063,500000.0
2021,109,6,18,3,2,3887##4062,3002505.0
2021,109,7,7,3,7,3883,599999.0
2021,109,10,10,3,12,3886,400000.0
2021,109,10,10,3,4,3885,509478.0
2021,109,11,11,3,4,4061,1250010.0
2021,109,12,20,3,2,4062,247501.0
2021,109,4,19,3,7,3875,750000.0
2021,109,6,18,3,2,3876,525010.0
2021,109,11,11,3,4,3874,225000.0
2021,109,6,17,3,5,3797,1654450.0
2021,109,6,18,3,2,3801,1845592.0
2021,109,7,7,3,3,3802,1000142.0
2021,109,7,7,3,4,3800,456000.0
2021,109,7,7,3,6,3798,650000.0
2021,109,9,9,3,4,3800,1003200.0
2021,109,10,10,3,11,3799,569999.0
2021,109,10,10,3,4,3800,820800.0
2021,109,4,19,3,11,3994,270000.0
2021,109,6,18,3,2,3996,935492.0
2021,109,7,7,3,3,4026,350177.0
2021,109,11,11,3,4,3995,450643.0
2021,109,7,7,3,3,3873##3796,2610031.0
2021,109,7,7,3,4,3793,396309.0
2021,109,7,7,3,6,3794,300000.0
2021,109,7,7,3,7,3795,500000.0
2021,109,10,10,3,4,3793,468365.0
2021,109,10,10,3,6,3794,0.0
2021,109,11,11,3,4,3871##3793,936262.0
2021,109,13,21,3,11,3859,1500000.0
2021,109,14,14,3,2,3779,5998971.0
2021,109,14,14,3,5,3778,1000000.0
2021,109,1,1,3,11,3861##4054,1500000.0
2021,109,1,1,3,7,3864##4053,3013000.0
2021,109,3,3,3,4,4055,2015000.0
2021,109,4,19,3,7,3864##4053,4807000.0
2021,109,6,17,3,5,3803##4057##4046,6647980.0
2021,109,7,7,3,3,3863##3853##3805##4059,7128338.0
2021,109,7,7,3,6,4058,232004.0
2021,109,9,9,3,4,3852##3807##4055,4500000.0
2021,109,10,10,3,11,3804##4054,1550008.0
2021,109,10,10,3,4,3806##4055,1740000.0
2021,109,10,10,3,6,3866##3808##4058,5453382.0
2021,109,11,11,3,4,3860##3852##4055##4047,10482480.0
2021,109,12,20,3,1,3867,332556.0
2021,109,12,20,3,2,3862##4056,1700000.0
2021,109,12,20,3,7,3864,480000.0
2021,109,6,17,3,5,3786,500000.0
2021,109,6,18,3,17,3753,80000.0
2021,109,7,7,3,6,3754,850205.0
2021,109,10,10,3,17,3753,7840001.0
2021,109,10,10,3,6,3754,16153903.0
2021,109,14,14,3,17,3753,80000.0
2021,109,3,3,3,4,3788,144000.0
2021,109,6,18,3,2,3789,252000.0
2021,109,7,7,3,3,3790,2400000.0
2021,109,7,7,3,4,3788,720000.0
2021,109,7,7,3,7,3787,900001.0
2021,109,9,9,3,4,3788,198000.0
2021,109,10,10,3,4,3788,270000.0
2021,109,11,11,3,4,3788,468000.0
2021,109,12,20,3,2,3789,648000.0
2021,109,1,1,3,7,3878##3983,2113000.0
2021,109,4,19,3,7,3983##3937,3137000.0
2021,109,6,18,3,2,3939,500000.0
2021,109,7,7,3,3,3940,1750000.0
2021,109,9,9,3,4,3877,194597.0
2021,109,10,10,3,4,3877##3938,1303785.0
2021,109,10,10,3,6,3985,500000.0
2021,109,10,10,3,7,3878##3937,550000.0
2021,109,11,11,3,4,3877##3938,1623527.0
2021,109,12,20,3,1,3984,211303.0
2021,109,12,20,3,2,3986##3939,1000000.0
2021,109,6,17,3,5,3999,500000.0
2021,109,6,18,3,2,4002,798000.0
2021,109,7,7,3,3,4004,250000.0
2021,109,7,7,3,4,4001,255102.0
2021,109,7,7,3,6,4000,99000.0
2021,109,9,9,3,2,4002,602000.0
2021,109,9,9,3,4,4001,612245.0
2021,109,10,10,3,4,4001,178571.0
2021,109,10,10,3,6,4000,201000.0
2021,109,11,11,3,4,4001,1505101.0
2021,109,12,20,3,2,3975,3998359.0
2021,109,1,1,3,7,3865,144725.0
2021,109,4,19,3,11,3854,230022.0
2021,109,4,19,3,7,3865,702949.0
2021,109,6,18,3,2,3856,1356999.0
2021,109,7,7,3,3,3857,309979.0
2021,109,7,7,3,4,3855,202705.0
2021,109,7,7,3,6,3858,104418.0
2021,109,7,7,3,7,3865,103375.0
2021,109,9,9,3,2,3856,118000.0
2021,109,9,9,3,4,3855,130311.0
2021,109,10,10,3,11,3854,249189.0
2021,109,10,10,3,4,3855,202706.0
2021,109,10,10,3,6,3858,170367.0
2021,109,10,10,3,7,3865,82700.0
2021,109,11,11,3,4,3855,912175.0
2021,109,6,17,3,5,4013,2800000.0
2021,109,6,18,3,2,4016,3000000.0
2021,109,7,7,3,3,4017,1424117.0
2021,109,7,7,3,4,4015,1800000.0
2021,109,7,7,3,6,4014,403424.0
2021,109,10,10,3,6,4014,605136.0
2021,109,4,19,3,17,3892,41794.0
2021,109,7,7,3,3,3891,398288.0
2021,109,7,7,3,6,3890,141359.0
2021,109,10,10,3,17,3892,11788.0
2021,109,10,10,3,4,3889,207639.0
2021,109,10,10,3,6,3890,212038.0
2021,109,11,11,3,4,3889,47917.0
2021,109,14,14,3,2,3888,1864626.0
2021,109,14,14,3,4,3889,276852.0
2021,109,3,3,3,4,4008,451000.0
2021,109,4,19,3,7,4012##3991,4151930.0
2021,109,7,7,3,3,4009##3990,1842994.0
2021,109,10,10,3,11,4007,1769500.0
2021,109,11,11,3,4,3989,284576.0
2021,109,6,18,3,2,3773,15000005.0
2021,109,7,7,3,3,4011,1704803.0
2021,109,7,7,3,4,4010,2580000.0
2021,109,11,11,3,4,4010,1720000.0
2021,109,3,3,3,13,3869,1000000.0
2021,109,4,19,3,13,3869,1500000.0
2021,109,10,10,3,12,3870,800000.0
2021,109,11,11,3,4,3868,1198475.0
2021,109,1,1,3,7,4064,1170006.0
2021,109,3,3,3,4,4067,271684.0
2021,109,4,19,3,7,4064,1830009.0
2021,109,6,18,3,2,4066,2039678.0
2021,109,7,7,3,6,4065,593173.0
2021,109,10,10,3,4,4067,407525.0
2021,109,10,10,3,6,4065,1985841.0
2021,109,11,11,3,4,4067,2716836.0
2021,109,12,20,3,2,4066,959849.0
2021,109,3,3,3,4,3819,504000.0
2021,109,4,19,3,7,3817,1557549.0
2021,109,6,17,3,5,3815,550000.0
2021,109,7,7,3,3,3818,599139.0
2021,109,10,10,3,6,3816,300000.0
2021,109,10,10,3,7,3817,192506.0
2021,109,11,11,3,4,3760##3819,2796000.0
2021,109,6,17,3,5,3831##4044,4250000.0
2021,109,6,18,3,2,3836##4042,5616058.0
2021,109,7,7,3,3,3841##3834##4043,4000000.0
2021,109,7,7,3,4,3830,984241.0
2021,109,7,7,3,6,3838##4040,1000000.0
2021,109,7,7,3,7,3839,697000.0
2021,109,9,9,3,2,3836,3034041.0
2021,109,9,9,3,4,3837##3830,2284121.0
2021,109,10,10,3,11,3832##4041,1000018.0
2021,109,10,10,3,4,3830,369090.0
2021,109,10,10,3,6,3835##4040,750000.0
2021,109,11,11,3,4,3837##3830##4045,5013552.0
2021,109,11,11,3,7,3839##3833##4039,5003135.0
2021,109,12,20,3,2,3840,1000045.0
2021,109,1,1,3,7,4048,377000.0
2021,109,4,19,3,7,4048,1102000.0
2021,109,6,17,3,5,3821,1800000.0
2021,109,6,18,3,2,3766##3825##4051,12187760.0
2021,109,7,7,3,3,3824##4052,3380031.0
2021,109,7,7,3,6,3822,200020.0
2021,109,9,9,3,4,3820,450000.0
2021,109,10,10,3,11,3823##4049,2149942.0
2021,109,10,10,3,4,3820##4050,743947.0
2021,109,11,11,3,4,3820##4050,4325742.0
2021,109,11,11,3,7,4048,1421000.0
2021,109,12,20,3,2,3825##4051,1592175.0
2021,109,12,20,3,4,3820,180000.0
2021,109,4,19,3,11,3851,11623400.0
2021,109,7,7,3,3,3850,1626566.0
2021,109,7,7,3,4,3845,2308317.0
2021,109,7,7,3,6,3846,6583200.0
2021,109,7,7,3,7,3848,1702338.0
2021,109,10,10,3,11,3851,1436600.0
2021,109,10,10,3,4,3845,2308317.0
2021,109,10,10,3,6,3846,1856800.0
2021,109,11,11,3,4,3845,4616634.0
2021,109,11,11,3,7,3848,1513189.0
2021,109,12,20,3,1,3847,682267.0
2021,109,12,20,3,2,3849,2224000.0
2021,109,12,20,3,7,3848,1513189.0
2021,109,4,19,3,11,3780,700000.0
2021,109,7,7,3,3,3782,599227.0
2021,109,10,10,3,1,3781,700000.0
2021,109,10,10,3,6,3810,394480.0
2021,109,12,20,3,2,3809,599984.0
2021,109,11,11,3,4,3842,400000.0
2021,109,14,14,3,2,3843,600000.0
2021,109,7,7,3,3,3792,2499224.0
2021,109,7,7,3,4,3791,1050005.0
2021,109,10,10,3,4,3791,75000.0
2021,109,11,11,3,4,3791,1375007.0
2021,109,4,19,3,11,3945,2320000.0
2021,109,6,17,3,5,3941,2000008.0
2021,109,6,18,3,2,3935,3499990.0
2021,109,7,7,3,3,3969,606800.0
2021,109,10,10,3,11,3945,1680000.0
2021,109,10,10,3,12,3968,759903.0
2021,109,10,10,3,7,3936,1500001.0
2021,109,11,11,3,3,3969,133200.0
2021,109,1,1,3,11,3913,495000.0
2021,109,4,19,3,11,3913,1005000.0
2021,109,4,19,3,7,3906,500000.0
2021,109,6,18,3,2,3914,2000000.0
2021,109,7,7,3,3,3915,1000000.0
2021,109,10,10,3,4,3916,495000.0
2021,109,10,10,3,6,3912,500021.0
2021,109,11,11,3,4,3916,1005000.0
2021,109,6,17,3,5,3946,899999.0
2021,109,6,18,3,2,3960,849997.0
2021,109,7,7,3,3,3951,998973.0
2021,109,9,9,3,4,3970,504000.0
2021,109,10,10,3,11,3948,550000.0
2021,109,10,10,3,7,3947,499950.0
2021,109,11,11,3,4,3970,696000.0
2021,109,4,19,3,11,3905,298671.0
2021,109,4,19,3,7,3899,600000.0
2021,109,6,17,3,5,3898,500000.0
2021,109,6,18,3,2,3903,1493983.0
2021,109,7,7,3,3,3900,449981.0
2021,109,7,7,3,4,3901,223994.0
2021,109,7,7,3,6,3902,400000.0
2021,109,9,9,3,2,3903,305996.0
2021,109,9,9,3,3,3900,149994.0
2021,109,9,9,3,4,3901,495988.0
2021,109,10,10,3,4,3901,239994.0
2021,109,10,10,3,6,3902,400000.0
2021,109,11,11,3,4,3901,639984.0
2021,109,12,20,3,2,3904,802480.0
2021,109,3,3,3,4,4022,779902.0
2021,109,4,19,3,11,4021,2392196.0
2021,109,4,19,3,4,4022,1134403.0
2021,109,4,19,3,7,4019,1000000.0
2021,109,6,17,3,5,4018,1000000.0
2021,109,7,7,3,3,4025,1857681.0
2021,109,7,7,3,6,4020,911400.0
2021,109,9,9,3,2,4024,301000.0
2021,109,9,9,3,4,4022,2694206.0
2021,109,10,10,3,11,4021,1012083.0
